,lat [deg],long [deg],RA [deg],dec [deg],vlos [km/s],dist [kpc],pmRA [mas/yr],pmdec [mas/yr]
30,-27.6192106033,11.3624285476,299.847790176,-28.8432209939,204.898027322,27.6891988264,-2.01471057645,-0.869325133144
31,-27.6488653232,11.3351888659,299.872307244,-28.8707193684,232.215137404,27.7016878018,-1.7431097895,-0.994439167957
32,-27.6665557037,11.3124736448,299.884985261,-28.8918368941,192.672999498,27.6869970061,-1.41669659875,-1.2689153859
33,-27.6611749986,11.3529760058,299.891315536,-28.8608648504,84.8638364281,27.6622593185,-1.83724858779,-1.26441062265
34,-27.7437058078,11.3723919741,299.988469614,-28.8677454984,99.5161912146,27.6667716414,-1.62027059976,-1.24299448152
35,-27.7573538698,11.3167250918,299.9867441,-28.9118724886,101.443998328,27.7283786476,-2.55426585992,-1.17890539024
36,-27.770117483,11.2101599823,299.96870764,-28.9928807718,145.30023893,27.707565529,-1.924763162,-0.383807845166
37,-27.712950524,11.2788454761,299.926142694,-28.928226401,218.171642928,27.6631028986,-2.38686308214,-0.568944832064
38,-27.7702655401,11.2438764671,299.979044762,-28.9683215356,186.188617222,27.6729410509,-2.69027897918,-1.19332626924
39,-27.83748008,11.2947347765,300.068828097,-28.9482753377,155.072444351,27.6813613808,-1.93043575395,-1.18303851222
40,-27.8745003368,11.2263692839,300.089284355,-29.0074959808,158.694349379,27.7259853173,-2.3925903002,-1.12799818801
41,-27.8116604781,11.3831252902,300.066887314,-28.877215958,138.123315251,27.6878705671,-2.13018174943,-0.939560494473
42,-27.8218965436,11.3151468605,300.05771961,-28.9294300009,185.285019534,27.6800563229,-2.35733628268,-1.40477516041
43,-27.8403269367,11.3843679396,300.098981848,-28.8835993126,195.596637316,27.6359252097,-1.74955087498,-1.21534834698
44,-27.8203941246,11.384230796,300.076884106,-28.8786308234,138.61920435,27.6120904735,-2.01773916091,-0.593635620278
45,-27.7941364811,11.3852916811,300.048153321,-28.8711739935,132.472693803,27.6148456841,-2.8898933341,-1.08493228076
46,-27.8164571718,11.3693499297,300.06803982,-28.8884918523,125.809400431,27.6022393632,-1.92785550178,-1.43030780893
47,-27.7915412505,11.3611334327,300.037989298,-28.8881515304,190.413314772,27.6125547113,-1.92050424991,-1.50073017957
48,-27.8195059945,11.2213316142,300.026808591,-28.9972515994,158.90904395,27.5980719514,-1.63498024769,-0.680584931888
49,-27.8386439498,11.313041644,300.075630391,-28.9352165796,192.932667928,27.6146526709,-2.52131678284,-0.506902646153
50,-27.7687275371,11.2639766816,299.983407609,-28.9532646425,173.635953545,27.6288791948,-2.31333730592,-0.947547384547
51,-27.7803541472,11.2620184615,299.995693735,-28.9576462055,163.000165898,27.6112633758,-2.22593160334,-1.05090520704
52,-27.7075681975,11.3025801686,299.927367244,-28.9095233393,206.430595397,27.5834291075,-2.37987387993,-1.69908411177
53,-27.768415441,11.3447941445,300.007465405,-28.8941948077,202.124387781,27.6053375041,-2.15881329052,-1.24831839011
54,-27.7574249606,11.360103386,299.999930691,-28.8802170717,211.617631362,27.5929359577,-2.80109518564,-1.3551127743
55,-27.7051790243,11.383796711,299.949314454,-28.8495822769,73.8511755274,27.6051850893,-1.95669571031,-1.32618400843
56,-27.7194162732,11.3884112301,299.966454416,-28.8498456417,149.68837563,27.607127919,-2.17080061911,-0.422382303541
57,-27.7280699334,11.3154487429,299.953948797,-28.9053488093,227.30896138,27.6222627229,-2.47888997372,-0.505203749157
58,-27.6674221698,11.3710615044,299.903708321,-28.8492426745,223.850745633,27.6584720232,-2.81108926719,-1.23464918699
59,-27.6591524409,11.3023242971,299.873718053,-28.8973628447,146.642186709,27.6381374415,-1.8487010766,-1.28242023449
60,-27.6665560872,11.3049106459,299.882693101,-28.8973627261,226.956837741,27.634836569,-2.58474873137,-0.888791303893
61,-27.6599742411,11.3461549691,299.88791884,-28.8655433258,217.000585229,27.6218311804,-1.96659540397,-1.36235626399
62,-27.6210524535,11.3557676466,299.847802647,-28.8485628444,176.398947639,27.6251484727,-2.94544597944,-1.046744876
63,-27.6149074478,11.3382777447,299.835695809,-28.8597780031,202.117892048,27.633941403,-1.51346873904,-1.05535444
64,-27.6161520799,11.3028632661,299.826315188,-28.8859853063,124.56197588,27.6267449393,-2.676006195,-1.17233646767
65,-27.6072134737,11.3400339581,299.827723026,-28.8565249787,186.584144124,27.6496139876,-2.22300173318,-0.647783302897
66,-27.5657738411,11.3311364685,299.779206908,-28.8524189222,231.25981639,27.6498504078,-2.12633182317,-0.879847744693
67,-27.5538869216,11.358334942,299.774350035,-28.8294748525,200.797907028,27.6456045873,-1.94595528844,-0.695584765734
68,-27.5368011486,11.3696384923,299.758916173,-28.8168187453,123.318881936,27.6296447225,-1.53101779382,-1.08007567774
69,-27.5834103848,11.3501919905,299.804499079,-28.843000845,198.035741496,27.6245001488,-2.06659575201,-1.04738128255
70,-27.5923418884,11.3630848408,299.818291975,-28.8358595903,188.389001985,27.6243039399,-2.45815659012,-1.17292602406
71,-27.5784407018,11.2989312543,299.783413862,-28.8792141493,174.636477588,27.6108108677,-1.65817153774,-1.25140780099
72,-27.5192680964,11.3116385037,299.721863701,-28.8547582678,165.307702701,27.5893178917,-2.62698010278,-1.46080877449
73,-27.5478050547,11.317686412,299.755249718,-28.8576516303,128.529492836,27.5767048533,-2.07095985339,-1.15773763479
74,-27.591660422,11.3613950575,299.817024911,-28.8369208791,201.338493008,27.5808963739,-2.30773940704,-1.70505270306
75,-27.6296008533,11.3632609329,299.859528528,-28.8452717605,249.881305718,27.5970695448,-2.26899659193,-0.539649628992
76,-27.6726252757,11.3791573752,299.911916006,-28.844655154,230.87516569,27.5890613311,-2.75920558861,-1.05647671855
77,-27.6696187104,11.3846086616,299.910245486,-28.8399017594,170.874416892,27.6149084927,-1.76558558366,-1.29086261681
78,-27.6461313337,11.3671471741,299.878982466,-28.8466598038,123.167726446,27.6127372271,-2.20790987441,-0.730477226133
79,-27.6562326272,11.3008484149,299.870040264,-28.8976959199,98.4799462812,27.5873946371,-1.71445094991,-1.03097561236
80,-27.6315750002,11.2803541014,299.836543168,-28.9063758334,185.354342842,27.5876868257,-2.04658834344,-0.905160674094
81,-27.6709970093,11.2842920168,299.881358066,-28.9135583806,186.183206805,27.6108054717,-2.42124878878,-1.28632947246
82,-27.6530253269,11.2684104342,299.856656095,-28.9205762385,211.750022894,27.6090280725,-1.90498084104,-1.01438587014
83,-27.6604582311,11.2142864762,299.848481537,-28.9620000277,166.911070061,27.5928328998,-2.21981304523,-0.917551817966
84,-27.6454890346,11.212001123,299.83121347,-28.9598562188,223.083290498,27.5844281147,-1.59177552427,-0.604323468145
85,-27.5845945216,11.225977446,299.768045376,-28.9341137478,103.125172852,27.585947626,-2.09733854991,-0.992897141516
86,-27.5687436503,11.2194844791,299.74852999,-28.9348098555,185.273987507,27.5935574578,-2.69495001076,-1.09407830787
87,-27.5279535747,11.2548890671,299.714175651,-28.8984938736,209.084715343,27.6362251301,-2.53116009478,-0.494567380142
88,-27.6143697917,11.2001132366,299.793151822,-28.9606076263,192.997640368,27.6486039667,-2.20523821047,-1.04077719202
89,-27.6262908669,11.275940176,299.829357236,-28.9082519136,166.954821854,27.6520731248,-2.56338678507,-1.53327364795
90,-27.7041845426,11.2163429866,299.897530111,-28.971625062,201.229477587,27.6256505305,-1.62438651246,-0.7427802504
91,-27.6040683518,11.1376912461,299.762803287,-29.0035696154,281.610629746,27.6512365257,-2.40973105254,-1.25072260783
92,-27.5451152307,11.1542715558,299.702545705,-28.9764294353,169.161704761,27.6510093773,-2.47374196818,-0.895337926367
93,-27.6073630108,11.1231218243,299.762033987,-29.0150458242,195.429449647,27.5941324366,-2.15803279124,-1.41838766918
94,-27.5706115686,11.1278327709,299.72274749,-29.0022459835,215.198865566,27.5871965881,-2.31143062635,-1.58196588166
95,-27.6098784246,11.1755447227,299.780723653,-28.9774070691,225.465431147,27.5888388826,-2.35623014806,-0.498510029529
96,-27.5730347882,10.9960529606,299.685431456,-29.0990617473,114.330066402,27.580691564,-2.47517346705,-1.49469847519
97,-27.6145030385,10.994875601,299.731079918,-29.1104441291,191.352910782,27.6221410783,-2.56552187982,-0.903388359376
98,-27.5695293637,11.0407136724,299.695095958,-29.0655784365,186.532540631,27.6465872075,-1.5400971381,-1.1651678891
99,-27.6762536116,11.0716995191,299.822830531,-29.0700694791,171.668272912,27.6174030832,-2.30179312014,-1.40591237531
100,-27.7845720143,11.1728774185,299.973486516,-29.0237341747,223.726562852,27.6320087567,-2.00242033899,-0.899054915571
101,-27.7634515818,11.1885570552,299.95480297,-29.0069474742,152.622017353,27.6088404458,-1.8417096943,-1.66378635692
102,-27.7152584765,11.1358060457,299.885456759,-29.0332022177,198.678583971,27.5907605137,-2.40759294104,-1.45857333228
103,-27.7508358569,11.1157536833,299.918853362,-29.0568410283,171.906914722,27.5928634546,-1.67629680177,-0.876618677693
104,-27.8533147274,11.1400601542,300.039849879,-29.0650343138,165.030773333,27.6054420115,-2.15137083542,-1.31819889843
105,-27.8095121811,11.0508062982,299.96440052,-29.1189972609,186.463155472,27.5940843751,-2.12666356454,-1.04195887466
106,-27.7310023414,11.0384312713,299.873524588,-29.1081870429,245.306764411,27.5732662181,-2.01071917957,-0.953755748993
107,-27.7371718893,11.0317416456,299.87835447,-29.1146219229,133.141630627,27.5697406441,-2.7107296186,-1.10025140475
108,-27.8754375044,11.0459637529,300.036153945,-29.1391311213,183.697853579,27.5394061739,-1.79178879951,-1.08825837121
109,-27.8796188747,11.0581198592,300.044444944,-29.131334798,133.535692671,27.5224293827,-2.42760864874,-1.1256394966
110,-27.8104739,11.1126138392,299.984063755,-29.0742125801,218.405070799,27.5243006158,-1.65594681729,-1.10555989311
111,-27.8357952611,11.2024917402,300.039193828,-29.0151105416,119.456044858,27.5603257469,-2.22794491967,-0.66503454708
112,-27.7084166439,11.1426719942,299.879946811,-29.0264580931,158.193228509,27.5418059445,-2.69489653964,-1.53238941802
113,-27.745870306,11.1752000666,299.931285955,-29.0122314866,207.097628874,27.5444482565,-2.16180237189,-1.15511668813
114,-27.7683017826,11.2253257198,299.971271439,-28.9813570467,255.938013156,27.5155842862,-2.55068587111,-1.09515460657
115,-27.7188003723,11.158960865,299.896378361,-29.0172100551,186.313888497,27.4978311129,-2.00658255903,-0.705876709736
116,-27.8063995508,11.0503497293,299.960807496,-29.1185446773,219.726053688,27.4855149311,-2.15029147003,-0.595004322031
117,-27.7024189357,11.0942809093,299.858674512,-29.0602334551,103.082547624,27.5044714779,-2.43781967295,-1.30191150878
118,-27.6201034701,11.0391340372,299.750698934,-29.0795799411,149.656020655,27.4883999227,-2.38975394267,-1.13340814683
119,-27.5654741599,11.0252148698,299.685895249,-29.0758596528,200.694763391,27.499551217,-2.66121521941,-1.48160733448
120,-27.540404574,11.0566883923,299.667661726,-29.0465048003,227.980149895,27.5136547158,-2.12023914257,-0.818675736108
121,-27.6116393091,11.0534810387,299.745659608,-29.0669628096,181.614833041,27.5513777872,-2.31546702586,-1.40705843657
122,-27.6555034093,11.044562952,299.791607161,-29.0846004148,124.881530375,27.5530721494,-2.47235500669,-1.39277770206
123,-27.7015667505,11.0846805461,299.854828821,-29.0670187671,261.583372791,27.5368004187,-2.11011294187,-0.602460190336
124,-27.6503643883,11.1487566285,299.817450738,-29.0072718668,165.199104,27.5281503057,-1.76095917089,-0.381454458056
125,-27.5695082141,11.1616111427,299.731787136,-28.9772917158,230.107550341,27.5405045642,-2.15861155999,-1.62601158037
126,-27.5795312975,11.1913725905,299.751927075,-28.958106298,192.931845829,27.5459343881,-1.96641335305,-0.469626963285
127,-27.5545346743,11.186056409,299.722639623,-28.9556092225,159.237033922,27.517866965,-2.44097611861,-1.36971452516
128,-27.5573146085,11.1278636841,299.708027966,-28.9988337866,202.158288253,27.514360035,-2.81198234016,-0.812428151027
129,-27.551244057,11.1039429316,299.694033775,-29.0147578279,262.824003219,27.5265704566,-2.13593717344,-1.18852435461
