,lat [deg],long [deg],RA [deg],dec [deg],vlos [km/s],dist [kpc],pmRA [mas/yr],pmdec [mas/yr]
6659,19.3210055719,230.604499188,127.545039474,-5.79434335869,-17.271739114,63.8962121931,-0.174753524288,0.106321950917
6660,-0.963383924824,221.775102706,105.451319667,-8.20248142241,5.64024283046,71.0164860439,-0.0891492133197,0.125048870418
6661,0.13923952336,225.598709404,108.247875726,-11.0312977488,18.8606644776,66.3159638118,-0.248430299383,0.00932535532866
6662,-2.05853669645,229.885081843,108.319989094,-15.7123872126,22.7458826728,67.9602686682,-0.213165037342,-0.0402912509488
6663,-14.0762247827,216.36381757,91.1635213337,-9.30801900122,50.3939358235,81.0631559213,-0.140343896167,-0.0348412523313
6664,-5.88082873597,205.656745721,93.6347019479,3.76579692846,152.811358718,60.8465501571,-0.247159844328,0.0971247804174
6665,-9.05269837214,209.724538227,92.7121384984,-1.27851866807,50.4710636977,57.4230033448,-0.0628867440157,0.233770600538
6666,9.55863837935,211.297925043,109.988773731,5.86843555624,119.017493631,48.3687004388,-0.418735458598,0.169899889611
6667,9.40891553955,213.557105469,110.870433558,3.82260093374,-113.92565146,50.4055149179,-0.230321075912,0.151231302512
6668,3.4921350586,214.217885232,105.91048403,0.526916722364,88.7113076279,53.0270591663,-0.340506149867,0.156692955763
6669,4.83849960811,215.272268774,107.59005358,0.214391605911,-50.4061937224,54.3168562817,-0.266365368348,0.125180636495
6670,1.61181287007,212.566462471,103.481703389,1.12640343036,100.272010421,50.9205987412,-0.347295132719,0.183628825001
6671,5.44664387474,218.866087967,109.790963407,-2.67266553924,118.817491865,54.3728180336,-0.343107430625,0.0631583261468
6672,10.8892529485,217.067631679,113.777442391,1.43781523776,39.7522803665,56.6423860196,-0.268041780625,0.137448497956
6673,12.1579990664,209.189727726,111.398689906,8.85772054386,-151.512514377,59.3689164538,-0.375961729744,0.0862699976588
6674,10.9033013444,212.545485891,111.751749292,5.38370293618,44.4853569484,59.0183313979,-0.246013482276,0.146468110465
6675,5.7104600739,209.830864844,105.879691321,5.42182079997,33.314005282,64.3157078766,-0.245956394353,0.0897529228414
6676,2.11587800479,204.376658166,100.153090026,8.59536977082,128.276371041,68.7290201107,-0.127350108353,0.0464199767258
6677,13.574576193,202.989793153,110.020126769,14.7838096554,-33.514308488,88.6630092735,-0.261340500357,0.0127560431635
6678,0.715589496741,207.141687567,100.184147105,5.52094287054,24.3694022388,79.2379930785,-0.09246452215,0.0682418978637
6679,-6.97210447658,216.241284899,97.523340139,-6.05550841321,-122.227214707,95.9336095667,-0.128677776154,-0.0132247719796
6680,6.94659387361,215.003694386,109.337583339,1.42350251502,-31.1641607564,95.9157937149,-0.209870623594,0.0209420884702
6681,6.98268698163,196.2164349,100.805151839,17.785058583,17.8289084153,105.06066448,-0.116058444526,0.0146640131703
6682,22.7540767416,213.751956803,122.97856233,9.58270926449,27.4220855165,118.676196352,-0.0553963205629,0.0853038402904
6683,29.132419172,201.648532186,124.656128089,21.5821167525,-131.818788594,124.19959768,-0.200237968941,0.0360082126033
6684,29.5615463541,204.864843812,126.138365443,19.2698724714,33.7729100564,115.50315461,-0.106282012737,0.0759478457736
6685,31.1288024834,202.359472718,126.909532447,21.6711908649,94.078219795,107.955554129,-0.145061557732,0.0691733210636
6686,29.7404082142,196.844476207,123.79272583,25.3696618211,46.6928688759,114.149552332,-0.10036990822,0.0754298882302
6687,30.4696158488,197.453909927,124.746441029,25.1210118041,60.2411451134,105.267739313,-0.0992023490808,0.103845827647
6688,27.9063030273,207.885341268,125.560647985,16.3482113933,-6.98063007147,102.94395876,-0.185491254091,0.0555181128217
6689,31.4824617358,207.365151768,128.856954571,18.0295344171,16.0937057339,89.2537169642,-0.0657218906989,-0.010729312781
6690,20.8623867628,213.757992401,121.257510419,8.7612995325,-16.0364159961,108.103885532,-0.114468889881,0.0484549200356
6691,27.0062435239,220.36187642,129.53041059,6.16588312064,94.1297180612,97.1881495594,-0.154450619743,0.0700589637065
6692,34.0077015344,217.508389526,134.75358359,11.4328634765,85.9044619834,98.9991879827,-0.14591757281,0.054631833139
6693,30.7406381958,224.604524215,134.605052007,4.68319165016,15.4360361001,102.333836235,-0.200807665519,0.0282688140477
6694,30.6061195291,221.642756247,133.262715747,6.84538880766,64.387185617,111.401936871,-0.0868516667631,0.0655344195112
6695,38.5024255442,215.914755966,138.402164166,14.3907670416,26.0901241231,111.937699489,-0.0980703134644,0.0458950472849
6696,36.4892296243,214.946316457,136.179056821,14.291042114,-0.268656407605,110.690452377,-0.116661673739,0.0882111983601
6697,41.0173911807,211.429264144,139.481577895,18.3567301251,-54.3954191456,99.7607819017,-0.0997535707924,0.0526264972872
6698,44.4605688245,208.082634679,142.10778273,21.5804094099,109.391676606,98.4253729426,-0.193385594213,0.0955746771231
6699,40.6735727589,200.607787149,136.466202549,25.4643816064,157.32454276,96.3461295336,-0.178277023277,0.00982133166655
6700,35.4975337137,211.853869186,134.21971612,16.1391398227,112.294160425,94.6711131762,-0.224838970316,0.101817092308
6701,33.7194055458,207.52164475,131.10986093,18.6766485699,74.0571722496,104.751890012,-0.0956686696291,0.089239849177
6702,34.8201752637,204.828348695,131.401127377,20.9916567642,-8.16540778094,107.494444351,-0.114380095334,0.0624402976216
6703,37.2360319888,203.563831626,133.530376908,22.5946675688,106.393741475,99.8491629779,-0.183089882143,0.0801488463986
6704,40.0334945821,204.801413033,136.748705992,22.5146838908,96.1641020075,105.735441227,-0.141416035975,0.0936301544329
6705,44.333027147,203.262877828,140.947875494,24.5801374859,92.8352220783,108.660808699,-0.143558008841,0.0616211074756
6706,37.597379602,211.956518475,136.284164192,16.821027876,40.5794192825,109.092420308,-0.150280743578,0.103923833672
6707,40.5587533548,206.657119391,137.752794469,21.4144694636,11.5869945176,113.02027062,-0.110370157959,0.0296014252817
6708,32.6783222285,218.709915313,133.980462417,9.97650379136,-102.741921789,122.828370767,0.10691737885,-0.0232989401141
6709,47.9794915049,228.065661417,151.09882887,10.7378463801,140.337084117,108.940489643,-0.117961417555,-0.0208695730391
6710,45.9557976387,217.181529068,145.902543104,16.3744231207,23.33102305,115.410551861,-0.0854987244813,0.0440471135391
6711,51.8003874832,212.493431944,150.596298369,20.9993124557,-18.417994387,109.668791897,-0.0990077054777,0.0300239105985
6712,49.1906814212,211.23241239,147.662216834,20.9827067213,95.5701798672,105.676499251,-0.168113373467,0.0649078381225
6713,64.9095898274,220.805200172,165.418030044,20.9500699182,-169.952750327,114.996975295,-0.116858941427,0.178814837912
6714,58.9608601506,215.916232428,158.571311004,21.257669099,87.1967992733,104.283652902,-0.128065220049,0.0544851645543
6715,60.0661744687,216.921580834,159.870868131,21.1141608575,-171.379572942,125.728309342,-0.0930088382469,0.118234648356
6716,65.7204423818,227.094775387,167.253071155,18.9416013136,-142.826128048,170.759198823,-0.0444682266756,0.0620597160332
6717,63.7242023785,229.195014317,165.756214047,17.3623487807,-110.835039568,166.98903336,-0.0309671013067,0.114391538689
6718,62.6558876939,240.26986091,167.49591733,12.7156884188,-141.867682259,172.529266827,-0.0361313288344,0.0634535108971
6719,67.4409934322,224.260174106,168.481824681,20.5394548548,-172.337904323,126.358539164,-0.0865712634932,0.12391377312
6720,70.1575608281,242.697960503,174.343074424,16.2478066706,70.7694797611,151.842493259,-0.0368111473356,0.0317169304339
6721,71.8522833552,228.532287021,173.460268366,20.813230668,-155.531958775,149.312809691,-0.0433548613598,0.100628521936
6722,63.7392961293,212.968440785,163.184727035,23.6585148385,76.0522913888,137.88160939,-0.0569071688736,0.0238717474173
6723,67.1850985543,203.803440698,166.394181885,27.4569593515,-160.413650821,141.210635452,-0.0531306974792,0.105131980198
6724,65.1060644576,206.833951193,164.17217554,26.2175736628,-159.895125543,144.380440176,-0.0655698006679,0.0856037732138
6725,74.8414658454,202.499681927,175.135332849,27.8741579551,-179.747072805,120.819386485,-0.0523609211755,0.145172566654
6726,73.3749999566,183.997581818,174.608973602,32.3215906878,-122.513078412,116.483649508,-0.0361538515428,-0.160339411516
6727,60.6973806033,184.226802598,159.455242457,34.9772198923,-136.448943539,123.731587584,-0.109322190621,0.175614880601
6728,50.4440013327,175.250989238,147.337832235,40.1613958289,-110.595666981,127.107703902,0.0339945772814,-0.0953845461325
6729,47.9988076122,176.311352201,143.812776889,39.9311680754,12.7020850108,111.826877848,-0.0979468113565,0.0676221193659
6730,46.5992116839,190.181214888,141.769178696,32.7124594658,89.944608063,110.13815685,-0.131279262396,0.0701595842599
6731,45.548349319,193.126976463,140.767481889,30.9318860877,-140.145517327,131.082704977,-0.143120655158,0.0623183197618
6732,61.0692611388,203.109725494,159.425355138,27.3036119436,-172.465961125,115.316717053,-0.121195686291,0.15655042441
6733,59.635102599,195.622851725,157.543335066,30.4302754834,41.3211906399,110.149179197,-0.102558816935,0.0848595124825
6734,64.9822344502,196.626339913,163.825684852,29.9578808116,66.0178537853,108.798215801,-0.0713874263224,0.0690050320961
6735,65.2109251971,185.777180443,164.800040491,33.6944357811,53.7088014099,106.20609134,-0.148545164593,0.066003865494
6736,62.4175597196,201.118247094,160.875225986,28.2201406476,-178.175595964,111.764635096,-0.119609717991,0.161876665249
6737,56.0540830226,205.033840679,153.975436472,25.8101925171,73.7483917327,107.370860015,-0.118885039977,0.0480533538461
6738,55.7605079451,201.288925524,153.292714832,27.6072415758,-189.867769824,104.503392734,-0.11927703318,0.160588980164
6739,49.7673826007,193.952687854,145.819493739,30.8519928416,108.252592691,96.9439055473,-0.199469155621,0.115372544899
6740,48.4312130716,196.02994118,144.433111531,29.578342129,89.5045443166,97.2515024976,-0.150385272163,0.114742685721
6741,49.5439129209,196.188706303,145.737575184,29.6092879024,-155.824618125,103.627415227,-0.188010798006,0.187999470585
6742,54.6900503032,194.317856733,151.670205602,30.9347573686,-9.85581783058,109.110937694,-0.10015791438,0.0276492358181
6743,52.7894790283,190.142014825,149.316080468,32.9491174739,-18.0783016851,112.075535876,-0.0926951549564,0.0430233671811
6744,57.8641194624,194.200551442,155.441600903,31.0473968274,-24.2153436288,110.391509858,-0.104247039772,0.0367131622369
6745,49.3008784398,184.708310536,145.004478571,35.7118334985,64.3900283819,104.299180157,-0.142701083011,0.0607693206856
6746,51.8159309732,188.131376255,148.12219314,33.9499433119,39.4382474693,103.833129602,-0.206974652662,0.0988065897974
6747,49.3123759251,186.110012465,145.001760847,34.9925945074,102.742958865,98.9964151955,-0.193754391931,0.105346098298
6748,54.9248149393,191.987580265,151.914916187,32.0606374075,-191.810092172,93.6840204911,-0.164847432954,0.216338632134
6749,52.3082420918,174.047546295,150.118921751,40.4175992514,92.2806564267,93.4107715553,-0.170697698783,0.126430518091
6750,49.8745524298,176.443971855,146.380822786,39.6871258425,41.3097450168,104.861135953,-0.164004744896,0.0262027580959
6751,50.0410582648,175.149293312,146.796735429,40.2569862883,-147.463100725,104.804120962,-0.176119883245,0.198553480554
6752,64.6915518622,180.638850547,164.872584297,35.4761906259,-126.182974789,119.40050762,-0.0178736924921,0.240416286137
6753,66.246515824,169.976576024,169.021539794,38.1139560703,22.90126742,111.070491221,-0.132075663293,0.054811552201
6754,69.6625691859,172.329091134,172.350970709,36.2455243255,-196.952263872,99.347239997,-0.101266570268,0.193224132721
6755,71.5927137625,181.945868994,172.832793159,33.3042877849,93.3407310703,95.4942024547,-0.142075166924,0.118117137114
6756,55.8740999827,161.981846168,158.801548089,44.0108203095,130.241183974,73.2941711558,-0.243660759538,0.295404525445
6757,61.018532853,180.404225577,160.377516523,36.3431932469,136.965484807,75.6129374212,-0.248648225232,0.234905734091
6758,57.0858801997,180.528180183,155.37188531,36.9750547016,-180.42395837,92.3913166703,-0.210052907314,0.236786541692
6759,60.2148413291,179.712675472,159.479380604,36.7526096196,115.856209408,85.5364782567,-0.181366518676,0.155377142324
6760,59.6240023579,190.206015862,157.650649767,32.7133327189,134.6695376,77.4060397224,-0.224088297714,0.189192322361
6761,59.4346102646,187.188642001,157.607863011,33.9666821758,-160.708325739,79.7429997601,-0.180667744295,0.429522176708
6762,66.002800691,197.171360778,165.01006638,29.7312235626,137.518870342,77.8615008756,-0.223081749546,0.192299533124
6763,63.8925929585,207.178949825,162.842041536,25.9475502645,-213.331969972,86.1295172478,-0.117874797422,0.245275710653
6764,57.5076880943,202.595829556,155.369295708,27.1747866989,110.449624256,82.0286210019,-0.2966841381,0.101176797237
6765,50.2392812914,195.668878644,146.501726487,29.9610546819,110.953705565,88.5755003814,-0.237172454915,0.0769316116591
6766,56.9881974214,202.057954615,154.741647692,27.3711623035,78.981342822,95.0760312711,-0.169240707066,0.159135998578
6767,60.2326804035,200.896682174,158.362683709,28.1836122237,122.724446498,88.2110316584,-0.163804953869,0.121257870717
6768,61.1441896724,205.999325739,159.702239761,26.0857295082,83.0753502304,94.6913928427,-0.211807326644,0.0896627430322
6769,64.627786111,215.186039061,164.379281148,22.9927554255,91.7784336262,96.8710921968,-0.179167262418,0.0839674916402
6770,66.4311763936,196.216910007,165.534007964,30.0409888158,82.2388078367,96.3709924073,-0.177181991848,0.104904625098
6771,67.6502218365,218.708784092,167.963440376,22.4626692596,-201.762183658,87.1341621444,-0.181075436588,0.265787721361
6772,77.0477475046,203.980835518,177.63704626,27.4839989814,109.005159759,91.7923733731,-0.188227946006,0.104665296147
6773,77.6790270925,187.092590166,179.144415009,30.5027844445,98.1369748443,79.5742318211,-0.172214753575,0.332547850946
6774,71.1896742385,237.958929626,174.312134248,18.0382412852,124.016702153,73.8426229138,-0.330463773122,0.265769987443
6775,69.6943443458,234.447799004,172.324657727,18.2741342671,157.347520705,66.844186118,-0.320310130901,0.278716253285
6776,68.2434354025,241.558659107,172.486897162,15.4755040026,-118.638740721,64.157101766,-0.167481207508,0.299359115143
6777,62.0044188737,215.025347859,161.597350323,22.4382050301,94.2072955442,56.1244026686,-0.457436800781,0.655635422034
6778,63.8006067238,216.431578257,163.663569908,22.3143258801,146.807965979,58.101584821,-0.606386458532,0.253537582283
6779,66.707058291,207.164349896,165.978599265,26.2636113556,144.35170551,64.9700875502,-0.414525188324,0.278013128832
6780,62.8460932723,214.722513,162.442202524,22.7635512602,133.897400008,71.3177378975,-0.354647048049,0.227073441888
6781,57.9579624843,219.169785681,158.141049149,19.4501587729,-202.986809211,64.0761223003,-0.0933921123603,-0.0968042655674
6782,61.8337187677,207.053790357,160.550165587,25.7325529504,126.476854468,73.4192568998,-0.317034043442,0.232841149868
6783,67.0812300834,209.751661024,166.541895551,25.4084717497,129.986864123,73.3281857409,-0.289253284694,0.259117664306
6784,70.5095816559,197.901077263,170.2410848,29.2775748733,151.145894148,69.4342512172,-0.279428463994,0.258909013717
6785,64.9256758972,200.296608,163.744771822,28.6231935348,116.671367174,64.1423254562,-0.518014925487,0.273278057948
6786,69.3979839687,201.679193371,168.900603085,28.1948779841,-102.169248175,61.7031567151,-0.356245674585,0.27656702703
6787,73.7250690455,207.451681184,173.875824363,26.689212851,90.255827518,59.8938370001,-0.495656629834,0.533507996805
6788,73.2189299916,213.052595982,173.491828093,25.2311618483,146.169520138,64.1378881052,-0.30581335885,0.40003148694
6789,-21.9124863175,359.096535222,289.149220548,-36.164182433,-31.8305517101,16.6652111285,-5.72071990557,-1.75424494713
6790,-37.2279810673,333.948849716,310.807212697,-50.6884122858,-113.598714204,133.200415096,-0.0892023424164,-0.0519572377964
6791,-38.0947496156,336.939951098,311.619859773,-49.4798888534,116.308086657,143.92643625,-0.11655341894,-0.13884520984
6792,-38.3666488845,346.690643493,310.429827198,-45.2049464608,174.51911359,125.059565206,-0.100964294273,-0.140147387136
6793,-43.4995174064,345.789010774,318.864985662,-45.2285125283,156.224204219,121.521549482,-0.110360377768,-0.189843722511
6794,-44.0234192336,352.79680781,318.547968713,-41.9346116456,177.110238072,121.694629664,-0.0975851114375,-0.17097708027
6795,-43.9468323425,352.202956913,318.500006736,-42.2283790493,172.01531773,120.572663704,-0.101421920047,-0.172324012837
6796,-24.9549742146,355.439854116,291.746922994,-39.2384751869,112.966573974,131.692708845,-0.18769389366,-0.112359151848
6797,-28.8576716125,353.236344545,296.476803712,-41.2219236883,119.500029526,119.29701652,-0.214160823651,-0.160496400003
6798,-26.3577805734,334.410398356,287.418401509,-50.6068668396,122.449066317,131.531086696,-0.164978989077,-0.151971777691
6799,-27.9934156697,339.28783842,291.932850495,-48.5813105448,116.34549088,113.930221155,-0.271633656518,-0.131405115624
6800,-23.3824616683,342.080307613,284.669172682,-46.7085764261,-149.513013993,115.576766865,-0.145374977596,-0.0297796066226
6801,-31.6827844026,338.697344529,298.87474448,-49.0025894229,-58.357756141,98.9434004633,-0.105385811324,-0.0238724495181
6802,-31.1561718264,350.92339641,299.351115212,-42.8128909459,-59.6055407214,94.2221267669,-0.11599630347,-0.037590172872
6803,-30.9687094494,350.043933,298.922907081,-43.2900087635,55.5957732888,98.1822127088,-0.090494959723,-0.0603300946496
6804,-26.3730587619,353.266797511,293.001758767,-40.8441814891,151.959946186,111.212059156,-0.185986210693,-0.190909960305
6805,-24.8338719742,348.982747613,289.468567282,-43.1524482045,-89.7631324655,95.998279163,-0.298235799523,-0.0353923185854
6806,-18.2258284981,344.926260517,277.96632981,-44.1942083977,24.396517241,105.859218812,-0.0908690970372,-0.0213019636979
6807,-12.7808426463,350.707462198,273.922090004,-39.2149314953,45.5237386139,104.176161921,-0.0696861483971,-0.130294259222
6808,-14.9599043131,351.887159004,277.290555768,-39.1209279242,-8.2701262829,98.2406488261,-0.114572541436,-0.06698169566
6809,-12.3568397427,346.634796989,270.895269376,-41.6056647117,8.52372635894,99.7179849869,-0.129226495966,-0.062779607149
6810,-13.3688825447,334.618806409,263.214020777,-48.2398205017,158.724599221,108.225008424,-0.2422854204,-0.132751623757
6811,-13.2175165558,338.621040252,266.380790416,-46.2834832319,-139.004318198,127.188260978,-0.127959790674,0.00957478724908
6812,-15.5175430523,338.038478164,269.464030973,-47.1851042346,-142.889531845,128.2745794,-0.103325441318,-0.0167362197682
6813,-20.2039276012,337.296287952,276.829676451,-48.544478081,137.618701752,126.242549446,-0.178078695792,-0.1167511309
6814,-16.9338148238,344.584373293,275.896033259,-44.0785364457,119.750519333,142.593083063,-0.150752826401,-0.014768618062
6815,-23.7939814663,349.142011286,287.999594129,-42.8873158405,116.351630695,132.691410294,-0.177760648214,-0.124958600429
6816,-21.8699474541,346.715447537,284.217053803,-43.9423760813,139.866763076,123.276904409,-0.175069289468,-0.13710909974
6817,-19.9489035256,357.895052222,286.276837512,-36.4938613821,129.378355307,127.100158731,-0.183976847299,-0.0903649657469
6818,-20.2526423454,1.86084130507,288.226226156,-33.8059170766,-84.9427005101,122.683322274,-0.339323480681,-0.129175649656
6819,-15.2956918997,3.00439036149,283.092621604,-31.4855995117,99.5165563088,130.949189872,-0.214959545909,-0.074499661105
6820,-32.9357398677,8.97492402955,305.253927156,-31.7176755987,140.886220922,131.23731844,-0.14984963214,-0.0798031309871
6821,-31.5995911116,0.0204212620671,301.665972302,-37.4000646085,-125.75757556,129.902599871,-0.126693257047,-0.0270678947803
6822,-27.4913654269,2.71308406937,297.158810557,-34.9290778045,110.166029805,122.643157352,-0.22284495043,-0.133245984707
6823,-32.7565677737,356.597109453,302.573028826,-39.6542219551,-84.8990428157,102.876582077,-0.233416376906,-0.11107094925
6824,-28.8777213233,359.639070341,298.065034686,-37.2285369651,180.084629214,100.794903822,-0.209119781722,-0.152503876373
6825,-27.6391519651,2.0179990206,297.143591256,-35.4291334647,-93.1266654476,102.273934802,-0.242372033852,-0.134571352319
6826,-25.1911147207,6.45247698675,295.577804586,-31.7957587455,-74.2008653341,103.166748817,-0.244886819707,-0.138068379507
6827,-27.2063316915,7.57465004917,298.241008044,-31.4783693688,163.160484103,93.8393834037,-0.276253584482,-0.197901862537
6828,-23.6900848049,358.976161606,291.302022785,-36.6583082731,98.4864402473,93.3400439687,-0.113628062247,-0.0793176843672
6829,-34.5887323247,0.686190773055,305.677452392,-37.3539807698,-114.060840249,90.8118440273,-0.297281166814,-0.121053557277
6830,-30.1154320247,1.30200713653,300.049292258,-36.3500727052,-75.7235417561,96.4121425615,-0.261535969798,-0.186525782158
6831,-29.7293147689,13.9717039523,302.936262232,-27.4775789592,83.8334769008,97.8761625308,-0.0776682691296,-0.0792113602204
6832,-27.8081617399,15.9002486414,301.455100961,-25.5305064073,159.144082067,99.9916037114,-0.295183019795,-0.0560089048062
6833,-33.5127678347,16.1281092518,307.647827506,-26.8674255332,-110.903188919,99.6235376261,-0.157400193476,-0.182999772302
6834,-29.7003871589,12.6311509429,302.520397449,-28.4434553484,138.993548111,105.99881771,-0.278818390417,-0.12457480245
6835,-23.4277170266,7.55810417504,293.949727189,-30.5347188639,-86.7000496362,103.891881261,-0.230198297077,-0.113369171359
6836,-14.8607562004,7.21317666733,284.500181732,-28.1511651696,-22.1747484223,103.732415094,-0.00520175301046,-0.113379851672
6837,-13.9957015265,10.6891446883,285.132377135,-25.1148056856,150.375111886,111.44657057,-0.211752364557,-0.115796403817
6838,-15.675561375,15.0718889395,288.695391656,-22.2002366944,164.898070152,103.981292243,-0.248343855244,-0.0651343807492
6839,-14.7944198794,11.3142970567,286.216253137,-24.9063589934,132.290290835,100.03228121,-0.327954672039,-0.153437863465
6840,-13.904825797,2.32990339197,281.253975228,-31.5235144049,88.8282350293,92.8474543905,-0.112927698593,-0.0638096998122
6841,-13.1369631945,5.93761535422,282.110530383,-28.5300925788,22.7488384235,107.327598645,-0.0812766151024,-0.0148191332751
6842,-19.0089607091,2.73424126723,287.141025351,-32.8283103055,-20.5949982637,102.707433758,-0.100917138841,-0.0178323482386
6843,-20.2421731617,4.4974153634,289.242644049,-31.8978218254,-89.5040184172,99.5005479341,-0.26819695221,-0.111969988448
6844,-20.0341437194,6.91057427067,289.945298328,-30.0497440783,-28.3869568073,98.2560300744,-0.0852073951294,-0.0164290549273
6845,-20.6110964904,353.805776345,285.431621792,-39.3704757128,-57.0662937552,98.0429563347,-0.12850926889,-0.0784311872789
6846,-19.9023536293,359.74059406,286.96977026,-35.2073739046,-154.679472003,111.22699728,-0.163376672449,0.00181725701072
6847,-16.1655584616,357.698539193,281.647387759,-35.5743759637,-7.38839049334,107.443315467,-0.0987568654967,-0.0417395357706
6848,-15.1270383527,355.211987661,279.209070345,-36.9698398621,127.047699431,107.80166614,-0.308365556692,-0.0283986584236
6849,-16.5519853612,359.316435348,282.844196323,-34.5543910993,-14.7577543745,107.258085132,-0.0967373219837,-0.0734749342136
6850,-11.9304313101,355.055518951,275.352918825,-36.0538102729,-18.843323023,104.506792647,-0.11428740328,-0.0292165431826
6851,-14.1871366454,357.791671902,279.385085539,-34.8959547341,-9.96559888113,102.422859436,-0.0929252718192,-0.0594134040148
6852,-9.78827530332,354.971367576,272.85426005,-35.3640344959,62.0610356383,98.3242284001,-0.0917469290326,-0.0647961722929
6853,-13.7505952294,355.019457626,277.467423096,-36.6741671738,102.291766773,88.2221689756,-0.171274939299,0.00537627780284
6854,-11.7802242605,355.377860368,275.355277092,-35.7815924443,128.232232438,75.3447964922,-0.323904006684,0.0213821785012
6855,-9.00576870382,351.714817602,270.015806214,-37.2767918615,-76.2005331604,75.8096178687,-0.276363450067,-0.0747862075997
6856,-14.1193114409,353.593422762,277.160036215,-37.7486231804,-42.5713924079,73.056849563,-0.29027126543,-0.185434533517
6857,-15.4905702216,357.212973138,280.621878315,-35.708003151,147.962704332,82.075901628,-0.0397299990553,-0.191221001684
6858,-18.740609917,0.770368012224,286.022604911,-34.1618276399,120.136955691,81.0056270953,-0.205179885945,-0.112830550513
6859,-14.4773097358,0.439868517395,280.996452248,-33.0989019188,-98.4634047487,87.2359018898,-0.152583867742,0.0180318983287
6860,-17.4712095359,4.43965047142,286.120458708,-31.1135489841,-81.7963863836,69.458705751,-0.228144491197,-0.2460393255
6861,-11.3585537892,5.98299167055,280.276249274,-27.8475308413,-130.43307888,81.2687512083,-0.190074138977,-0.0711805385365
6862,-12.5197737341,0.503377966637,278.850792115,-32.3948774188,124.204006961,77.3419231016,-0.309697711989,-0.0927407594324
6863,-7.43529410606,8.95874945095,277.765901546,-23.9612366244,127.017855094,77.088930127,-0.250807118521,-0.029848936858
6864,-13.2473821425,16.3263910005,286.843733329,-20.2489248022,145.854092214,71.9389698431,-0.603114978458,-0.23295389608
6865,-12.5357396973,14.9155623538,285.534342384,-21.1369776438,-44.2475254036,79.6148746781,-0.153175180004,-0.183783979862
6866,-18.4080989584,14.2863888918,291.121032238,-23.8117326199,-77.5661197194,70.7893225086,-0.267463717581,-0.169787346604
6867,-19.1176214444,14.3384222554,291.864158606,-24.0145469121,-56.8399933425,74.9368504174,-0.194914836518,-0.188003428074
6868,-16.3731169191,15.0622592549,289.386154863,-22.4639569718,-90.0251295876,71.4576900127,-0.172679229231,-0.216878485354
6869,-12.3785912269,19.4336489124,287.358418462,-17.30720594,140.212522915,77.7858118407,-0.188802906613,-0.0730624759645
6870,-19.0240024522,20.8368810801,294.326711424,-18.7271655389,-4.02902772269,81.7354333686,-0.137835475254,-0.167182598047
6871,-15.5933662162,13.3264580208,287.880939135,-23.582756402,-2.28600193552,84.7351945032,-0.160011858434,-0.138864088588
6872,-27.7753475722,8.46659007799,299.157156664,-30.9754481571,-102.940957278,87.2636191146,-0.349011821209,-0.149923502793
6873,-27.8545277571,12.8423324795,300.55682725,-27.8180107862,-30.8252411246,80.3412893091,-0.173526964543,-0.142962423779
6874,-21.1142882778,20.2432947902,296.141694613,-19.9765197794,107.831276013,87.9265571339,-0.136839089017,-0.0342307060923
6875,-21.7617849674,17.2223251408,295.651433255,-22.6213006416,-137.82418349,77.2649861367,0.609971739058,0.122652548492
6876,-24.0481833048,24.9883123327,300.78672262,-17.2192589693,-143.693794193,79.0171248183,-0.359351159186,-0.161135757796
6877,-22.5061586591,21.7324491113,298.072762333,-19.2751952867,-21.6803858992,75.7881090105,-0.231068098971,-0.130124125696
6878,-19.3302122752,13.9603894806,291.933808222,-24.3867566633,-125.213636805,70.2677704903,-0.5392581669,-0.168098012853
6879,-21.30414628,15.0441729891,294.373424164,-24.1899867952,-26.4939389916,75.7727549595,-0.272649026727,-0.0988296126921
6880,-32.1464682777,9.603616324,304.48476406,-31.1322414483,-149.744709423,74.0440288374,-0.323851493742,-0.29954214528
6881,-34.3266007093,14.3971493734,308.111838085,-28.26993943,13.1748513195,75.3914042295,-0.187263771807,-0.202113050514
6882,-32.5201804703,9.97654355296,305.006357929,-30.950511241,-149.627059327,77.161695965,-0.375669865464,-0.191964325776
6883,-33.6960782368,27.8314926729,311.183902787,-18.440932026,-50.2047825464,75.3475378913,-0.223108818789,-0.102697031498
6884,-26.9377747955,25.0732229337,303.626653435,-18.1990176141,32.8414586256,74.9832811498,-0.22378912711,-0.147259589069
6885,-28.6076543005,23.074358708,304.59433704,-20.3227083284,-144.748680176,76.8869091611,-0.379260711329,-0.113727154375
6886,-32.9956377266,23.3074890018,309.098728708,-21.5419668466,-119.303909095,90.7349702139,-0.276193128858,-0.109320080927
6887,-31.8079515129,11.5133449797,304.573627923,-29.7316171263,5.84748434288,79.650917781,-0.178913149588,-0.136287147705
6888,-32.3181587208,359.542934187,302.508742017,-37.7965241513,-76.2949617518,88.9754923389,-0.118069929546,-0.0328284588746
6889,-22.1001338186,359.796486478,289.638041468,-35.7295992794,126.882285675,80.5894820153,-0.219077831531,-0.12050210193
6890,-24.6495216033,3.92435269448,294.12397614,-33.464463276,-37.9805755742,76.6955253764,-0.202793196261,-0.179045008311
6891,-25.2519623257,2.12796745174,294.261413379,-34.8556664644,136.184518736,78.2671744484,-0.177767453726,-0.147794323331
6892,-24.8981245562,359.556415233,293.002007181,-36.5295134832,-145.815375408,72.9002034893,-0.470845038908,-0.169123559672
